Fecha,Region,Categoria,Cantidad_Semanal,Cantidad_Predicha
2024-05-23,Centro,Congelados,39,39.01486746269244
2024-05-24,Centro,Congelados,39,38.89831510688448
2024-05-30,Centro,Congelados,53,52.90371728342669
2024-06-02,Centro,Congelados,53,52.79454652750145
2024-06-02,Centro,Congelados,53,52.708815824208486
2024-06-05,Centro,Congelados,26,26.504305788401137
2024-06-16,Centro,Congelados,34,33.96339121879259
2024-06-20,Centro,Congelados,16,16.618520042611504
2024-06-25,Centro,Congelados,43,42.83482676195216
2024-06-29,Centro,Congelados,43,42.11695993716762
2024-07-09,Centro,Congelados,29,28.918051872530405
2024-07-21,Centro,Congelados,20,20.202199261254613
2024-08-07,Centro,Congelados,17,17.187543095584665
2024-08-14,Centro,Congelados,39,38.94314650478644
2024-08-15,Centro,Congelados,39,38.631473707515504
2024-08-23,Centro,Congelados,28,27.86457261145656
2024-08-26,Centro,Congelados,21,21.083421665320856
2024-08-29,Centro,Congelados,21,21.005489424512962
2024-09-02,Centro,Congelados,23,23.007775630626274
2024-09-07,Centro,Congelados,23,22.934989644727274
2024-09-16,Centro,Congelados,32,32.01319293549407
2024-09-17,Centro,Congelados,32,31.912864019434934
2024-09-17,Centro,Congelados,32,32.033809417563106
2024-09-25,Centro,Congelados,26,26.08560984306341
2024-09-30,Centro,Congelados,41,40.90723783370586
2024-10-05,Centro,Congelados,41,40.79998485506988
2024-10-10,Centro,Congelados,34,33.904719184265964
2024-10-10,Centro,Congelados,34,33.98923738066089
2024-10-20,Centro,Congelados,38,37.83788009788272
2024-10-25,Centro,Congelados,25,25.242450433064047
2024-10-28,Centro,Congelados,34,33.9321224869355
2024-10-30,Centro,Congelados,34,33.9583907834432
2024-11-13,Centro,Congelados,31,30.939302414715886
2024-11-14,Centro,Congelados,31,30.974185803176173
2024-11-17,Centro,Congelados,31,30.97058657592527
2024-11-20,Centro,Congelados,22,21.88597376160226
2024-11-20,Centro,Congelados,22,22.039019314705477
2024-11-21,Centro,Congelados,22,21.925842442923727
2024-11-22,Centro,Congelados,22,22.12773493150659
2024-12-02,Centro,Congelados,23,23.07269318771093
2024-12-14,Centro,Congelados,30,30.021418934848928
2024-12-16,Centro,Congelados,41,40.845415498580515
2024-12-16,Centro,Congelados,41,40.918537423933834
2024-12-16,Centro,Congelados,41,41.072404737146044
2024-12-18,Centro,Congelados,41,40.762512477276665
2024-12-20,Centro,Congelados,41,40.851560149818056
2024-12-24,Centro,Congelados,19,19.318370067790525
2024-02-15,Cuyo,Congelados,48,47.97502384706494
2024-02-15,Cuyo,Congelados,48,47.948760972803804
2024-02-28,Cuyo,Congelados,27,27.007227677446604
2024-03-03,Cuyo,Congelados,27,27.03587251166838
2024-03-16,Cuyo,Congelados,41,40.736488259102366
2024-03-20,Cuyo,Congelados,30,30.008907940549822
2024-03-30,Cuyo,Congelados,31,31.031835890880203
2024-04-09,Cuyo,Congelados,22,21.87538763578042
2024-04-10,Cuyo,Congelados,22,22.058807887770513
2024-04-25,Cuyo,Congelados,21,20.98455437164989
2024-05-06,Cuyo,Congelados,21,21.005242068698305
2024-05-09,Cuyo,Congelados,21,21.027654146191857
2024-05-19,Cuyo,Congelados,23,22.983002137537802
2024-05-21,Cuyo,Congelados,20,19.93314663744093
2024-05-29,Cuyo,Congelados,27,27.0192721615073
2024-06-02,Cuyo,Congelados,27,27.084031101643692
2024-06-09,Cuyo,Congelados,47,46.18582743758929
2024-06-19,Cuyo,Congelados,20,20.198844360841637
2024-06-21,Cuyo,Congelados,20,20.219167833456478
2024-06-25,Cuyo,Congelados,18,17.92225358490706
2024-06-30,Cuyo,Congelados,18,18.488636248288955
2024-07-01,Cuyo,Congelados,37,36.97587582617045
2024-07-02,Cuyo,Congelados,37,37.15378661876869
2024-07-05,Cuyo,Congelados,37,36.90928485264497
2024-07-10,Cuyo,Congelados,31,30.96453576416535
2024-07-11,Cuyo,Congelados,31,30.87091047956019
2024-07-14,Cuyo,Congelados,31,30.98933863224588
2024-07-21,Cuyo,Congelados,23,23.025858541184146
2024-07-27,Cuyo,Congelados,26,25.914174188760907
2024-07-28,Cuyo,Congelados,26,26.071217518577697
2024-07-30,Cuyo,Congelados,31,31.009820735428185
2024-07-31,Cuyo,Congelados,31,30.905841074982447
2024-08-03,Cuyo,Congelados,31,30.899825660055676
2024-08-03,Cuyo,Congelados,31,30.992599178596098
2024-08-03,Cuyo,Congelados,31,30.89268118003325
2024-08-07,Cuyo,Congelados,35,34.994495245261646
2024-08-10,Cuyo,Congelados,35,34.23860554520915
2024-08-14,Cuyo,Congelados,12,12.467601527093297
2024-09-02,Cuyo,Congelados,17,17.149646474656326
2024-09-24,Cuyo,Congelados,36,35.94022789804272
2024-09-25,Cuyo,Congelados,36,35.80983772562259
2024-09-25,Cuyo,Congelados,36,35.990228405095806
2024-09-29,Cuyo,Congelados,36,35.65838698929018
2024-09-29,Cuyo,Congelados,36,35.989709439819144
2024-09-29,Cuyo,Congelados,36,35.39982132386675
2024-10-07,Cuyo,Congelados,14,14.183093976679674
2024-10-17,Cuyo,Congelados,20,20.164716599348953
2024-10-20,Cuyo,Congelados,20,19.914941626010496
2024-11-03,Cuyo,Congelados,35,34.985279160922964
2024-11-06,Cuyo,Congelados,30,29.928545322151333
2024-11-08,Cuyo,Congelados,30,29.926564513840923
2024-11-13,Cuyo,Congelados,7,8.133132019279426
2024-11-25,Cuyo,Congelados,33,32.82138776986661
2024-12-04,Cuyo,Congelados,8,8.862507922365408
2024-12-24,Cuyo,Congelados,35,34.86290914874436
2024-02-24,NEA,Congelados,14,22.545454545454547
2024-03-02,NEA,Congelados,21,21.181818181818183
2024-03-03,NEA,Congelados,21,21.272727272727273
2024-03-05,NEA,Congelados,20,20.09090909090909
2024-03-09,NEA,Congelados,20,19.454545454545453
2024-03-11,NEA,Congelados,9,18.818181818181817
2024-04-02,NEA,Congelados,36,17.636363636363637
2024-04-03,NEA,Congelados,36,20.636363636363637
2024-04-03,NEA,Congelados,36,21.454545454545453
2024-04-05,NEA,Congelados,36,23.181818181818183
2024-04-08,NEA,Congelados,8,24.272727272727273
2024-04-22,NEA,Congelados,14,23.363636363636363
2024-05-11,NEA,Congelados,21,23.363636363636363
2024-05-21,NEA,Congelados,16,23.363636363636363
2024-06-01,NEA,Congelados,32,22.90909090909091
2024-06-16,NEA,Congelados,27,24.0
2024-06-25,NEA,Congelados,18,24.636363636363637
2024-07-12,NEA,Congelados,25,25.454545454545453
2024-07-23,NEA,Congelados,25,24.454545454545453
2024-08-06,NEA,Congelados,25,23.454545454545453
2024-08-14,NEA,Congelados,36,22.454545454545453
2024-09-11,NEA,Congelados,4,22.454545454545453
2024-09-28,NEA,Congelados,34,22.09090909090909
2024-10-03,NEA,Congelados,27,23.90909090909091
2024-10-03,NEA,Congelados,27,24.454545454545453
2024-10-29,NEA,Congelados,17,25.454545454545453
2024-11-10,NEA,Congelados,27,24.09090909090909
2024-11-10,NEA,Congelados,27,24.09090909090909
2024-11-15,NEA,Congelados,6,24.90909090909091
2024-11-21,NEA,Congelados,12,23.181818181818183
2024-11-25,NEA,Congelados,17,22.0
2024-12-03,NEA,Congelados,10,21.272727272727273
2024-12-13,NEA,Congelados,24,18.90909090909091
2024-12-23,NEA,Congelados,18,20.727272727272727
2024-03-27,NOA,Congelados,9,6.0
2024-03-27,NOA,Congelados,9,6.2727272727272725
2024-04-24,NOA,Congelados,14,6.363636363636363
2024-04-25,NOA,Congelados,14,6.181818181818182
2024-09-03,NOA,Congelados,10,7.090909090909091
2024-10-12,NOA,Congelados,3,7.818181818181818
2024-11-01,NOA,Congelados,5,7.636363636363637
2024-11-18,NOA,Congelados,5,7.636363636363637
2024-02-04,Patagonia,Congelados,19,18.78173242076489
2024-02-09,Patagonia,Congelados,24,24.047637406358746
2024-02-15,Patagonia,Congelados,35,34.99974665542914
2024-02-26,Patagonia,Congelados,26,26.060228154582422
2024-03-02,Patagonia,Congelados,26,25.94578583209912
2024-03-06,Patagonia,Congelados,36,35.93512351519282
2024-03-07,Patagonia,Congelados,36,36.02133322584701
2024-03-08,Patagonia,Congelados,36,36.099409767092276
2024-03-08,Patagonia,Congelados,36,35.75852726720339
2024-03-09,Patagonia,Congelados,36,35.9793187971751
2024-03-15,Patagonia,Congelados,37,36.9626629571075
2024-03-20,Patagonia,Congelados,34,33.95989192357419
2024-03-21,Patagonia,Congelados,34,34.096032075198146
2024-03-22,Patagonia,Congelados,34,33.91804060471793
2024-04-01,Patagonia,Congelados,15,15.292352090804231
2024-04-08,Patagonia,Congelados,34,33.78111815739237
2024-04-10,Patagonia,Congelados,34,33.98011139649295
2024-04-18,Patagonia,Congelados,46,45.955041914564816
2024-04-21,Patagonia,Congelados,46,45.87084938596609
2024-04-21,Patagonia,Congelados,46,45.81155468081843
2024-04-26,Patagonia,Congelados,28,28.13838891076625
2024-04-26,Patagonia,Congelados,28,27.9599545763399
2024-04-27,Patagonia,Congelados,28,27.948277042224248
2024-05-01,Patagonia,Congelados,35,34.870005426951735
2024-05-05,Patagonia,Congelados,35,34.877699002396845
2024-05-17,Patagonia,Congelados,25,24.988381870993962
2024-05-26,Patagonia,Congelados,19,19.24919159594808
2024-05-29,Patagonia,Congelados,23,23.857154104935223
2024-06-01,Patagonia,Congelados,23,23.268407780895494
2024-06-05,Patagonia,Congelados,33,32.95188131560191
2024-06-13,Patagonia,Congelados,46,45.11532925390692
2024-06-15,Patagonia,Congelados,46,46.01204831767438
2024-06-16,Patagonia,Congelados,46,45.77888772835579
2024-06-17,Patagonia,Congelados,45,44.82055190425574
2024-06-18,Patagonia,Congelados,45,44.88186569954319
2024-06-24,Patagonia,Congelados,36,36.188683402417304
2024-06-27,Patagonia,Congelados,36,35.98981810474943
2024-07-02,Patagonia,Congelados,35,34.75050135538519
2024-07-05,Patagonia,Congelados,35,34.78028626812392
2024-07-12,Patagonia,Congelados,22,22.585770208323115
2024-07-18,Patagonia,Congelados,33,32.57840665119501
2024-07-22,Patagonia,Congelados,40,39.896766945147874
2024-08-08,Patagonia,Congelados,23,23.409065794140535
2024-08-10,Patagonia,Congelados,23,23.09740020684037
2024-08-15,Patagonia,Congelados,14,14.426263605754645
2024-08-18,Patagonia,Congelados,14,14.485467080335239
2024-08-21,Patagonia,Congelados,25,25.123628154056636
2024-08-24,Patagonia,Congelados,25,24.79252506984451
2024-08-29,Patagonia,Congelados,21,21.089369744678546
2024-09-01,Patagonia,Congelados,21,20.916995320808155
2024-09-04,Patagonia,Congelados,24,23.62294078696099
2024-09-19,Patagonia,Congelados,23,23.03896543739355
2024-09-25,Patagonia,Congelados,28,27.898520763654638
2024-10-10,Patagonia,Congelados,25,25.044829978627135
2024-10-12,Patagonia,Congelados,25,25.286424300280085
2024-10-19,Patagonia,Congelados,20,20.1121144173971
2024-10-20,Patagonia,Congelados,20,20.33078076334169
2024-10-26,Patagonia,Congelados,26,26.020331951051904
2024-10-29,Patagonia,Congelados,60,59.87943837586101
2024-11-03,Patagonia,Congelados,60,60.01350105041511
2024-11-04,Patagonia,Congelados,56,56.13368058956421
2024-11-04,Patagonia,Congelados,56,55.8460687282812
2024-11-06,Patagonia,Congelados,56,55.98689480058595
2024-11-24,Patagonia,Congelados,58,57.50421218914418
2024-11-25,Patagonia,Congelados,24,23.97542240989699
2024-12-01,Patagonia,Congelados,24,24.014715838523628
2024-12-01,Patagonia,Congelados,24,24.10145374706967
2024-12-03,Patagonia,Congelados,29,28.752300453699135
2024-12-09,Patagonia,Congelados,19,18.745606470300654
2024-12-21,Patagonia,Congelados,21,20.979444466188816
2024-02-07,Buenos Aires,Conservas,43,42.75493446750909
2024-02-08,Buenos Aires,Conservas,43,42.995962177387426
2024-02-11,Buenos Aires,Conservas,43,42.84164814876383
2024-02-13,Buenos Aires,Conservas,66,66.05844217238337
2024-02-17,Buenos Aires,Conservas,66,65.95039135560003
2024-02-18,Buenos Aires,Conservas,66,66.04902851091592
2024-03-08,Buenos Aires,Conservas,41,41.07096836353492
2024-03-14,Buenos Aires,Conservas,40,40.03310584126874
2024-03-14,Buenos Aires,Conservas,40,40.031353799272125
2024-03-15,Buenos Aires,Conservas,40,40.007843268843146
2024-03-18,Buenos Aires,Conservas,65,64.93005882429681
2024-03-18,Buenos Aires,Conservas,65,65.02112422541737
2024-03-20,Buenos Aires,Conservas,65,64.96419931326935
2024-03-20,Buenos Aires,Conservas,65,64.98235353470044
2024-03-22,Buenos Aires,Conservas,65,65.05720935602666
2024-03-25,Buenos Aires,Conservas,85,84.95693899955329
2024-03-29,Buenos Aires,Conservas,85,85.0135592515488
2024-03-31,Buenos Aires,Conservas,85,84.9153793817861
2024-04-06,Buenos Aires,Conservas,56,55.965197572479866
2024-04-09,Buenos Aires,Conservas,47,46.85182253287003
2024-04-29,Buenos Aires,Conservas,31,31.171149619253402
2024-05-01,Buenos Aires,Conservas,31,31.135186485314602
2024-05-03,Buenos Aires,Conservas,31,31.40503421039905
2024-05-14,Buenos Aires,Conservas,57,56.90879567135286
2024-05-14,Buenos Aires,Conservas,57,57.019228760614546
2024-05-18,Buenos Aires,Conservas,57,56.816298696573504
2024-05-26,Buenos Aires,Conservas,49,48.99127098721887
2024-06-08,Buenos Aires,Conservas,64,64.0112647357138
2024-06-14,Buenos Aires,Conservas,46,45.95011861278774
2024-06-16,Buenos Aires,Conservas,46,45.84935005489619
2024-06-30,Buenos Aires,Conservas,41,41.05119027946457
2024-06-30,Buenos Aires,Conservas,41,41.08074347087093
2024-07-02,Buenos Aires,Conservas,61,60.99199860475766
2024-07-02,Buenos Aires,Conservas,61,61.045052639130034
2024-07-03,Buenos Aires,Conservas,61,60.877846742149146
2024-07-04,Buenos Aires,Conservas,61,60.80140830702363
2024-07-07,Buenos Aires,Conservas,61,60.68789274175368
2024-07-11,Buenos Aires,Conservas,58,57.913966887079496
2024-07-19,Buenos Aires,Conservas,35,35.10496708537278
2024-07-20,Buenos Aires,Conservas,35,36.11178699461433
2024-07-20,Buenos Aires,Conservas,35,35.112949776869996
2024-07-22,Buenos Aires,Conservas,76,75.85443433639794
2024-07-23,Buenos Aires,Conservas,76,75.47730289595349
2024-07-23,Buenos Aires,Conservas,76,76.08614409304539
2024-08-04,Buenos Aires,Conservas,32,33.00650358658142
2024-08-05,Buenos Aires,Conservas,47,46.84720531189676
2024-08-05,Buenos Aires,Conservas,47,47.006038758892764
2024-08-05,Buenos Aires,Conservas,47,46.958464108420145
2024-08-07,Buenos Aires,Conservas,47,46.93178857451795
2024-08-11,Buenos Aires,Conservas,47,46.97047879178846
2024-08-17,Buenos Aires,Conservas,56,55.920721194850344
2024-08-18,Buenos Aires,Conservas,56,56.01032846076792
2024-08-18,Buenos Aires,Conservas,56,56.10528874563094
2024-08-23,Buenos Aires,Conservas,70,70.06667265799011
2024-08-23,Buenos Aires,Conservas,70,69.80935032470889
2024-08-27,Buenos Aires,Conservas,37,37.04605034178481
2024-08-31,Buenos Aires,Conservas,37,37.10991050343643
2024-09-01,Buenos Aires,Conservas,37,36.995682149251415
2024-09-03,Buenos Aires,Conservas,50,49.86813017521556
2024-09-05,Buenos Aires,Conservas,50,49.92723133022467
2024-09-06,Buenos Aires,Conservas,50,49.888852431801055
2024-09-08,Buenos Aires,Conservas,50,50.116187881610664
2024-09-18,Buenos Aires,Conservas,57,56.729435174302075
2024-09-21,Buenos Aires,Conservas,57,56.9658835936948
2024-09-22,Buenos Aires,Conservas,57,56.971250530432656
2024-09-30,Buenos Aires,Conservas,74,73.88377107307313
2024-10-01,Buenos Aires,Conservas,74,74.00536831220047
2024-10-03,Buenos Aires,Conservas,74,73.94726970712978
2024-10-07,Buenos Aires,Conservas,56,56.05087087410579
2024-10-10,Buenos Aires,Conservas,56,55.95771966166245
2024-10-14,Buenos Aires,Conservas,100,99.63070652784984
2024-10-15,Buenos Aires,Conservas,100,100.00670259259803
2024-10-19,Buenos Aires,Conservas,100,99.99070862538335
2024-10-24,Buenos Aires,Conservas,52,52.02675809169076
2024-10-25,Buenos Aires,Conservas,52,52.016922703856444
2024-10-27,Buenos Aires,Conservas,52,51.96596035679086
2024-10-31,Buenos Aires,Conservas,45,45.11792098156755
2024-11-01,Buenos Aires,Conservas,45,45.43634290150096
2024-11-07,Buenos Aires,Conservas,65,64.97552102330185
2024-11-08,Buenos Aires,Conservas,65,64.50791602092573
2024-11-12,Buenos Aires,Conservas,67,66.91326328266064
2024-11-16,Buenos Aires,Conservas,67,67.05671295056139
2024-11-17,Buenos Aires,Conservas,67,66.9418312816939
2024-11-23,Buenos Aires,Conservas,30,30.02835874722884
2024-11-25,Buenos Aires,Conservas,80,79.95692319611894
2024-11-28,Buenos Aires,Conservas,80,79.97759924327426
2024-11-29,Buenos Aires,Conservas,80,79.95200931916709
2024-11-30,Buenos Aires,Conservas,80,79.85619405596692
2024-12-09,Buenos Aires,Conservas,27,27.29981366214041
2024-12-09,Buenos Aires,Conservas,27,27.13398557092612
2024-12-15,Buenos Aires,Conservas,27,27.509904550549905
2024-12-18,Buenos Aires,Conservas,51,51.03834514982242
2024-12-23,Buenos Aires,Conservas,57,56.9491721422724
2024-12-25,Buenos Aires,Conservas,57,56.995100120650356
2024-12-25,Buenos Aires,Conservas,57,57.06157390728947
2024-12-25,Buenos Aires,Conservas,57,56.927593712438465
2024-12-28,Buenos Aires,Conservas,57,56.93574170863851
2024-02-06,Centro,Conservas,20,19.986670194335385
2024-02-08,Centro,Conservas,20,19.957221240116677
2024-02-19,Centro,Conservas,8,8.020828120863888
2024-02-20,Centro,Conservas,8,8.031894050217291
2024-02-24,Centro,Conservas,8,8.226570843162099
2024-02-28,Centro,Conservas,35,34.922923137480105
2024-03-01,Centro,Conservas,35,34.90664764883077
2024-03-10,Centro,Conservas,22,22.04747487124699
2024-03-13,Centro,Conservas,27,26.905302157759397
2024-04-07,Centro,Conservas,21,20.85074827791276
2024-04-15,Centro,Conservas,19,19.47344005747037
2024-04-22,Centro,Conservas,45,44.795557813484045
2024-04-22,Centro,Conservas,45,44.86123511133437
2024-04-23,Centro,Conservas,45,45.01121208533648
2024-05-08,Centro,Conservas,40,39.9908739242487
2024-05-10,Centro,Conservas,40,40.0151267538305
2024-05-13,Centro,Conservas,20,19.951512134599533
2024-05-15,Centro,Conservas,20,20.36287720653572
2024-05-27,Centro,Conservas,53,52.977418622247775
2024-05-28,Centro,Conservas,53,52.57983588624069
2024-06-01,Centro,Conservas,53,52.88250087551694
2024-06-11,Centro,Conservas,34,33.94996514388377
2024-06-12,Centro,Conservas,34,33.790103720485064
2024-06-23,Centro,Conservas,16,16.689516594002995
2024-06-24,Centro,Conservas,43,42.878727601637344
2024-06-29,Centro,Conservas,43,42.982079224874404
2024-06-30,Centro,Conservas,43,42.905626743988066
2024-07-01,Centro,Conservas,25,25.088532313921608
2024-07-02,Centro,Conservas,25,25.021075464546456
2024-07-09,Centro,Conservas,29,29.088869311080714
2024-07-16,Centro,Conservas,20,19.93696209642252
2024-07-18,Centro,Conservas,20,20.06504103470696
2024-07-27,Centro,Conservas,22,22.005178147315725
2024-07-30,Centro,Conservas,23,22.981364194460788
2024-08-02,Centro,Conservas,23,22.922444994831327
2024-08-05,Centro,Conservas,17,17.444590724921746
2024-08-18,Centro,Conservas,39,38.67103543527762
2024-08-18,Centro,Conservas,39,38.97058966472269
2024-08-24,Centro,Conservas,28,28.03412054054413
2024-09-01,Centro,Conservas,21,21.193205037154343
2024-09-03,Centro,Conservas,23,22.98109373770893
2024-09-10,Centro,Conservas,14,14.040505649256541
2024-09-16,Centro,Conservas,32,31.798436191532065
2024-09-18,Centro,Conservas,32,31.954780896630965
2024-09-19,Centro,Conservas,32,31.876494409377624
2024-09-21,Centro,Conservas,32,32.0245816924459
2024-09-24,Centro,Conservas,26,26.412107203260426
2024-09-30,Centro,Conservas,41,40.71371008236219
2024-10-10,Centro,Conservas,34,33.98663824260655
2024-10-10,Centro,Conservas,34,34.03119825816371
2024-10-15,Centro,Conservas,38,37.916145724335976
2024-10-23,Centro,Conservas,25,25.264164481936906
2024-11-07,Centro,Conservas,31,31.054397967744528
2024-11-09,Centro,Conservas,31,31.011386474253662
2024-11-16,Centro,Conservas,31,31.07942827024512
2024-12-11,Centro,Conservas,30,29.913696465974752
2024-12-13,Centro,Conservas,30,29.923251792253485
2024-12-13,Centro,Conservas,30,30.080143813430574
2024-12-21,Centro,Conservas,41,40.460040854893826
2024-12-24,Centro,Conservas,19,19.12365720054634
2024-02-11,Cuyo,Conservas,24,24.018106973058735
2024-02-16,Cuyo,Conservas,48,47.8518001647204
2024-02-27,Cuyo,Conservas,27,26.955472614339072
2024-03-03,Cuyo,Conservas,27,27.074736072549324
2024-03-20,Cuyo,Conservas,30,29.963591313736522
2024-03-27,Cuyo,Conservas,31,30.949002573643106
2024-04-07,Cuyo,Conservas,18,17.983985330606195
2024-04-10,Cuyo,Conservas,22,21.996230405700082
2024-04-16,Cuyo,Conservas,32,31.8851367874749
2024-04-23,Cuyo,Conservas,21,21.06341914202623
2024-04-26,Cuyo,Conservas,21,20.87625185246301
2024-04-28,Cuyo,Conservas,21,21.002264776253224
2024-05-05,Cuyo,Conservas,5,5.514764519619467
2024-05-15,Cuyo,Conservas,23,22.82824177263672
2024-05-29,Cuyo,Conservas,27,26.896950715957704
2024-06-01,Cuyo,Conservas,27,27.89028169672776
2024-06-04,Cuyo,Conservas,47,46.36478664543741
2024-06-05,Cuyo,Conservas,47,46.76135535164085
2024-06-06,Cuyo,Conservas,47,46.97373659552268
2024-06-08,Cuyo,Conservas,47,46.971595920398386
2024-06-12,Cuyo,Conservas,20,20.08929397475412
2024-06-15,Cuyo,Conservas,20,19.948758858191262
2024-06-16,Cuyo,Conservas,20,20.257151200204653
2024-06-26,Cuyo,Conservas,18,18.298054901798217
2024-07-06,Cuyo,Conservas,37,36.97467043380939
2024-07-07,Cuyo,Conservas,37,36.65142509058495
2024-07-10,Cuyo,Conservas,31,31.063267027294277
2024-07-14,Cuyo,Conservas,31,30.676797515948543
2024-07-18,Cuyo,Conservas,23,23.319284491989524
2024-07-25,Cuyo,Conservas,26,26.10901922895727
2024-07-28,Cuyo,Conservas,26,25.994254404859984
2024-08-05,Cuyo,Conservas,35,35.032907124382035
2024-08-21,Cuyo,Conservas,34,33.89844189730859
2024-08-26,Cuyo,Conservas,27,26.813963842144652
2024-09-10,Cuyo,Conservas,11,11.190485378197799
2024-09-16,Cuyo,Conservas,23,23.006895320652884
2024-09-26,Cuyo,Conservas,36,35.91629386436739
2024-10-02,Cuyo,Conservas,18,18.158903342067518
2024-10-04,Cuyo,Conservas,18,18.017143287826457
2024-10-29,Cuyo,Conservas,35,34.89503486434493
2024-11-04,Cuyo,Conservas,30,29.95542762105514
2024-11-07,Cuyo,Conservas,30,29.989291433847185
2024-11-08,Cuyo,Conservas,30,30.003694742728058
2024-11-10,Cuyo,Conservas,30,29.905231901551883
2024-11-26,Cuyo,Conservas,33,32.83773124893226
2024-12-19,Cuyo,Conservas,5,6.03059764368706
2024-02-04,NEA,Conservas,6,19.272727272727273
2024-02-15,NEA,Conservas,11,17.363636363636363
2024-02-22,NEA,Conservas,14,15.909090909090908
2024-02-23,NEA,Conservas,14,15.636363636363637
2024-02-24,NEA,Conservas,14,14.454545454545455
2024-03-07,NEA,Conservas,20,13.272727272727273
2024-03-27,NEA,Conservas,12,14.545454545454545
2024-03-31,NEA,Conservas,12,14.545454545454545
2024-04-23,NEA,Conservas,14,14.090909090909092
2024-05-01,NEA,Conservas,15,14.454545454545455
2024-05-10,NEA,Conservas,21,13.636363636363637
2024-05-20,NEA,Conservas,16,13.909090909090908
2024-05-24,NEA,Conservas,16,14.818181818181818
2024-06-02,NEA,Conservas,32,15.272727272727273
2024-06-03,NEA,Conservas,31,16.90909090909091
2024-06-15,NEA,Conservas,27,18.454545454545453
2024-06-17,NEA,Conservas,19,19.636363636363637
2024-06-17,NEA,Conservas,19,19.545454545454547
2024-06-18,NEA,Conservas,19,20.181818181818183
2024-06-21,NEA,Conservas,19,20.818181818181817
2024-07-05,NEA,Conservas,29,21.272727272727273
2024-07-12,NEA,Conservas,25,22.545454545454547
2024-07-12,NEA,Conservas,25,22.90909090909091
2024-07-24,NEA,Conservas,25,23.727272727272727
2024-08-06,NEA,Conservas,25,24.545454545454547
2024-08-12,NEA,Conservas,36,23.90909090909091
2024-08-15,NEA,Conservas,36,24.363636363636363
2024-08-17,NEA,Conservas,36,25.181818181818183
2024-08-21,NEA,Conservas,13,26.727272727272727
2024-09-02,NEA,Conservas,29,26.181818181818183
2024-09-03,NEA,Conservas,29,27.09090909090909
2024-09-18,NEA,Conservas,20,28.0
2024-09-25,NEA,Conservas,34,27.181818181818183
2024-09-30,NEA,Conservas,27,28.0
2024-10-02,NEA,Conservas,27,28.181818181818183
2024-10-07,NEA,Conservas,21,28.363636363636363
2024-11-24,NEA,Conservas,12,28.0
2024-11-26,NEA,Conservas,17,25.818181818181817
2024-12-09,NEA,Conservas,24,24.09090909090909
2024-12-20,NEA,Conservas,25,23.0
2024-12-21,NEA,Conservas,25,24.09090909090909
2024-12-24,NEA,Conservas,18,23.727272727272727
2024-04-27,NOA,Conservas,14,7.7272727272727275
2024-07-16,NOA,Conservas,16,8.545454545454545
2024-12-15,NOA,Conservas,5,9.363636363636363
2024-12-17,NOA,Conservas,7,9.454545454545455
2024-02-04,Patagonia,Conservas,19,18.850120912924886
2024-02-12,Patagonia,Conservas,35,34.97228867276633
2024-02-13,Patagonia,Conservas,35,34.96937184397579
2024-02-15,Patagonia,Conservas,35,35.01428415479033
2024-02-16,Patagonia,Conservas,35,34.948725735104155
2024-03-07,Patagonia,Conservas,36,35.94725844842674
2024-03-09,Patagonia,Conservas,36,35.97449425369452
2024-03-17,Patagonia,Conservas,37,37.01638564246495
2024-03-21,Patagonia,Conservas,34,33.99416656381338
2024-03-25,Patagonia,Conservas,23,23.038883770573577
2024-03-28,Patagonia,Conservas,23,23.051078727355176
2024-03-31,Patagonia,Conservas,23,23.057907148626075
2024-04-11,Patagonia,Conservas,34,34.05399965027673
2024-04-19,Patagonia,Conservas,46,45.79251128278883
2024-04-21,Patagonia,Conservas,46,45.92988151716773
2024-04-21,Patagonia,Conservas,46,45.97581458509524
2024-04-28,Patagonia,Conservas,28,27.89487267752537
2024-05-05,Patagonia,Conservas,35,34.743796966199184
2024-05-06,Patagonia,Conservas,25,25.206641668067984
2024-05-06,Patagonia,Conservas,25,25.158917910540485
2024-05-14,Patagonia,Conservas,25,24.914332344892113
2024-05-20,Patagonia,Conservas,19,18.986460881867657
2024-05-24,Patagonia,Conservas,19,18.97165276642995
2024-05-28,Patagonia,Conservas,23,23.75597523296537
2024-06-13,Patagonia,Conservas,46,45.81234675352458
2024-06-14,Patagonia,Conservas,46,45.9072785743015
2024-06-15,Patagonia,Conservas,46,45.685385678008934
2024-06-23,Patagonia,Conservas,45,44.77141967882465
2024-06-30,Patagonia,Conservas,36,36.09654992246727
2024-07-17,Patagonia,Conservas,33,33.04627734438113
2024-07-18,Patagonia,Conservas,33,33.031262141303785
2024-07-22,Patagonia,Conservas,40,39.965865687274096
2024-07-25,Patagonia,Conservas,40,39.93376467134017
2024-07-25,Patagonia,Conservas,40,39.94822320933328
2024-07-27,Patagonia,Conservas,40,40.03048956493634
2024-08-30,Patagonia,Conservas,21,21.27934455515889
2024-08-31,Patagonia,Conservas,21,21.000401958019573
2024-09-06,Patagonia,Conservas,24,23.867887279752924
2024-09-11,Patagonia,Conservas,5,5.624805982120548
2024-09-19,Patagonia,Conservas,23,22.953972623434943
2024-09-24,Patagonia,Conservas,28,27.96912810185795
2024-09-29,Patagonia,Conservas,28,27.964768596803623
2024-10-13,Patagonia,Conservas,25,24.986077173542512
