ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Metodo_Pago_cat,Estado,Categoria,ID_Categoria,Precio_Unitario,Region,ID_Metodo,Metodo_Pago,ID_Ticket,Monto_Venta
722,2024-10-05,136,31,5,4,Completa,Galletitas y Snacks,7,5.24,Patagonia,4,Mercado Pago,1237,26.200000000000003
725,2024-08-22,234,21,2,3,Completa,Frutas y Verduras,4,3.25,Buenos Aires,3,Tarjeta de Débito,2129,6.5
726,2024-09-10,161,32,2,4,Completa,Galletitas y Snacks,7,6.25,Patagonia,4,Mercado Pago,1457,12.5
728,2024-05-16,193,23,1,3,Completa,Congelados,5,8.23,Buenos Aires,3,Tarjeta de Débito,1764,8.23
730,2024-06-18,201,26,6,1,Completa,Congelados,5,9.54,Patagonia,1,Efectivo,1823,57.239999999999995
731,2024-11-20,314,20,2,2,Completa,Frutas y Verduras,4,4.25,Patagonia,2,Tarjeta de Crédito,2833,8.5
732,2024-08-24,155,13,6,1,Completa,Panadería,3,12.56,Cuyo,1,Efectivo,1403,75.36
733,2024-06-16,111,29,3,3,Completa,Bebidas,6,11.54,Cuyo,3,Tarjeta de Débito,1017,34.62
734,2024-02-08,212,36,5,2,Completa,Conservas,8,3.25,Buenos Aires,2,Tarjeta de Crédito,1920,16.25
735,2024-02-16,183,20,2,1,Completa,Frutas y Verduras,4,4.25,Patagonia,1,Efectivo,1663,8.5
737,2024-03-27,48,30,1,5,Completa,Bebidas,6,13.54,Patagonia,5,Transferencia,426,13.54
738,2024-09-03,59,36,4,5,Completa,Conservas,8,3.25,Centro,5,Transferencia,541,13.0
739,2024-06-06,109,35,6,3,Completa,Conservas,8,4.25,Cuyo,3,Tarjeta de Débito,1005,25.5
740,2024-10-10,62,17,3,3,Completa,Frutas y Verduras,4,6.54,NEA,3,Tarjeta de Débito,573,19.62
741,2024-03-20,222,31,6,5,Completa,Galletitas y Snacks,7,5.24,Centro,5,Transferencia,2010,31.44
746,2024-07-08,47,32,4,4,Pendiente,Galletitas y Snacks,7,6.25,Buenos Aires,4,Mercado Pago,417,25.0
747,2024-11-16,84,21,1,5,Completa,Frutas y Verduras,4,3.25,Buenos Aires,5,Transferencia,780,3.25
749,2024-12-24,153,14,3,3,Completa,Panadería,3,12.36,Cuyo,3,Tarjeta de Débito,1395,37.08
750,2024-06-27,198,30,2,5,Completa,Bebidas,6,13.54,NOA,5,Transferencia,1799,27.08
751,2024-04-25,259,23,2,1,Pendiente,Congelados,5,8.23,Cuyo,1,Efectivo,2343,16.46
752,2024-10-20,48,24,3,4,Completa,Congelados,5,13.54,Patagonia,4,Mercado Pago,433,40.62
754,2024-06-29,216,23,4,3,Completa,Congelados,5,8.23,Centro,3,Tarjeta de Débito,1963,32.92
756,2024-03-13,81,12,4,4,Completa,Panadería,3,8.12,Buenos Aires,4,Mercado Pago,749,32.48
760,2024-10-22,4,28,5,4,Completa,Bebidas,6,9.45,Buenos Aires,4,Mercado Pago,30,47.25
761,2024-09-08,16,34,6,5,Completa,Galletitas y Snacks,7,5.45,Buenos Aires,5,Transferencia,141,32.7
763,2024-04-26,254,27,2,3,Completa,Bebidas,6,6.21,Patagonia,3,Tarjeta de Débito,2302,12.42
765,2024-06-02,229,25,4,4,Completa,Congelados,5,15.45,Cuyo,4,Mercado Pago,2069,61.8
767,2024-10-22,9,32,2,4,Pendiente,Galletitas y Snacks,7,6.25,Centro,4,Mercado Pago,77,12.5
768,2024-07-17,168,19,5,3,Completa,Frutas y Verduras,4,6.54,Centro,3,Tarjeta de Débito,1527,32.7
769,2024-10-09,289,17,5,3,Completa,Frutas y Verduras,4,6.54,Cuyo,3,Tarjeta de Débito,2614,32.7
771,2024-07-27,78,32,4,2,Completa,Galletitas y Snacks,7,6.25,Buenos Aires,2,Tarjeta de Crédito,718,25.0
773,2024-08-12,247,26,2,1,Pendiente,Congelados,5,9.54,Buenos Aires,1,Efectivo,2239,19.08
775,2024-11-03,71,17,6,2,Completa,Frutas y Verduras,4,6.54,Buenos Aires,2,Tarjeta de Crédito,659,39.24
779,2024-02-16,252,14,2,3,Completa,Panadería,3,12.36,Patagonia,3,Tarjeta de Débito,2285,24.72
780,2024-12-14,140,15,3,1,Completa,Panadería,3,3.51,NEA,1,Efectivo,1270,10.53
781,2024-11-12,68,12,5,4,Completa,Panadería,3,8.12,Patagonia,4,Mercado Pago,628,40.599999999999994
783,2024-02-24,124,30,1,2,Completa,Bebidas,6,13.54,NEA,2,Tarjeta de Crédito,1132,13.54
786,2024-03-02,292,19,6,4,Pendiente,Frutas y Verduras,4,6.54,Patagonia,4,Mercado Pago,2630,39.24
787,2024-12-13,325,27,6,1,Completa,Bebidas,6,6.21,NEA,1,Efectivo,2935,37.26
788,2024-04-13,52,33,1,2,Completa,Galletitas y Snacks,7,8.54,Patagonia,2,Tarjeta de Crédito,462,8.54
789,2024-06-13,129,26,1,3,Completa,Congelados,5,9.54,Patagonia,3,Tarjeta de Débito,1176,9.54
790,2024-03-09,119,24,6,1,Completa,Congelados,5,13.54,Patagonia,1,Efectivo,1083,81.24
791,2024-11-05,210,32,2,4,Completa,Galletitas y Snacks,7,6.25,Centro,4,Mercado Pago,1908,12.5
794,2024-10-05,302,28,4,3,Completa,Bebidas,6,9.45,Patagonia,3,Tarjeta de Débito,2709,37.8
795,2024-02-28,256,25,6,5,Completa,Congelados,5,15.45,Buenos Aires,5,Transferencia,2319,92.69999999999999
796,2024-05-14,281,37,4,1,Completa,Conservas,8,3.65,Buenos Aires,1,Efectivo,2534,14.6
798,2024-07-09,10,24,5,4,Completa,Congelados,5,13.54,Buenos Aires,4,Mercado Pago,80,67.69999999999999
799,2024-04-05,55,19,1,5,Pendiente,Frutas y Verduras,4,6.54,Patagonia,5,Transferencia,493,6.54
800,2024-04-20,56,29,3,3,Completa,Bebidas,6,11.54,Centro,3,Tarjeta de Débito,504,34.62
801,2024-02-18,37,27,3,1,Completa,Bebidas,6,6.21,Cuyo,1,Efectivo,333,18.63
805,2024-09-25,270,26,2,3,Completa,Congelados,5,9.54,Cuyo,3,Tarjeta de Débito,2433,19.08
806,2024-04-22,225,32,6,2,Completa,Galletitas y Snacks,7,6.25,Buenos Aires,2,Tarjeta de Crédito,2040,37.5
808,2024-05-18,273,28,6,1,Pendiente,Bebidas,6,9.45,Cuyo,1,Efectivo,2462,56.699999999999996
809,2024-02-06,159,19,6,5,Pendiente,Frutas y Verduras,4,6.54,NEA,5,Transferencia,1438,39.24
810,2024-09-02,40,24,6,4,Completa,Congelados,5,13.54,Cuyo,4,Mercado Pago,362,81.24
811,2024-09-07,52,13,3,5,Completa,Panadería,3,12.56,Patagonia,5,Transferencia,467,37.68
813,2024-12-08,168,22,3,3,Completa,Frutas y Verduras,4,4.21,Centro,3,Tarjeta de Débito,1535,12.629999999999999
814,2024-11-13,262,22,4,5,Completa,Frutas y Verduras,4,4.21,Buenos Aires,5,Transferencia,2370,16.84
822,2024-02-02,1,32,4,5,Completa,Galletitas y Snacks,7,6.25,Patagonia,5,Transferencia,0,25.0
823,2024-10-20,225,14,6,4,Completa,Panadería,3,12.36,Buenos Aires,4,Mercado Pago,2046,74.16
824,2024-05-20,292,38,1,1,Pendiente,Conservas,8,6.21,Patagonia,1,Efectivo,2633,6.21
825,2024-06-29,120,29,6,4,Completa,Bebidas,6,11.54,Buenos Aires,4,Mercado Pago,1098,69.24
826,2024-04-26,137,26,5,4,Completa,Congelados,5,9.54,Patagonia,4,Mercado Pago,1241,47.699999999999996
828,2024-10-03,29,26,6,3,Completa,Congelados,5,9.54,NEA,3,Tarjeta de Débito,263,57.239999999999995
829,2024-08-18,234,20,3,4,Completa,Frutas y Verduras,4,4.25,Buenos Aires,4,Mercado Pago,2128,12.75
830,2024-11-02,55,20,1,5,Completa,Frutas y Verduras,4,4.25,Patagonia,5,Transferencia,501,4.25
831,2024-04-12,94,19,4,3,Pendiente,Frutas y Verduras,4,6.54,Centro,3,Tarjeta de Débito,863,26.16
832,2024-09-20,100,21,6,3,Completa,Frutas y Verduras,4,3.25,NEA,3,Tarjeta de Débito,925,19.5
833,2024-06-04,303,28,1,3,Completa,Bebidas,6,9.45,Centro,3,Tarjeta de Débito,2716,9.45
834,2024-11-03,111,25,4,1,Completa,Congelados,5,15.45,Cuyo,1,Efectivo,1026,61.8
838,2024-07-28,304,38,3,1,Completa,Conservas,8,6.21,Cuyo,1,Efectivo,2725,18.63
839,2024-08-07,35,12,6,5,Completa,Panadería,3,8.12,NOA,5,Transferencia,318,48.72
840,2024-10-23,116,27,1,5,Completa,Bebidas,6,6.21,Buenos Aires,5,Transferencia,1064,6.21
842,2024-04-27,307,14,4,4,Completa,Panadería,3,12.36,Cuyo,4,Mercado Pago,2747,49.44
844,2024-04-03,258,22,2,2,Pendiente,Frutas y Verduras,4,4.21,Centro,2,Tarjeta de Crédito,2334,8.42
845,2024-11-29,318,32,4,5,Completa,Galletitas y Snacks,7,6.25,Buenos Aires,5,Transferencia,2874,25.0
847,2024-12-04,244,29,3,5,Completa,Bebidas,6,11.54,Buenos Aires,5,Transferencia,2211,34.62
849,2024-04-23,177,31,2,5,Completa,Galletitas y Snacks,7,5.24,NEA,5,Transferencia,1613,10.48
850,2024-12-29,194,31,1,5,Completa,Galletitas y Snacks,7,5.24,Buenos Aires,5,Transferencia,1780,5.24
851,2024-02-21,13,14,2,4,Completa,Panadería,3,12.36,Centro,4,Mercado Pago,107,24.72
852,2024-08-11,139,26,3,5,Completa,Congelados,5,9.54,Buenos Aires,5,Transferencia,1261,28.619999999999997
853,2024-03-31,176,35,2,4,Completa,Conservas,8,4.25,NEA,4,Mercado Pago,1601,8.5
854,2024-08-05,82,29,6,3,Completa,Bebidas,6,11.54,Buenos Aires,3,Tarjeta de Débito,763,69.24
856,2024-10-14,27,19,2,5,Completa,Frutas y Verduras,4,6.54,Buenos Aires,5,Transferencia,247,13.08
857,2024-05-11,325,24,1,1,Completa,Congelados,5,13.54,NEA,1,Efectivo,2926,13.54
861,2024-06-19,34,23,4,5,Completa,Congelados,5,8.23,Cuyo,5,Transferencia,305,32.92
862,2024-09-06,284,17,5,4,Completa,Frutas y Verduras,4,6.54,NOA,4,Mercado Pago,2564,32.7
863,2024-06-13,186,32,3,5,Completa,Galletitas y Snacks,7,6.25,Patagonia,5,Transferencia,1704,18.75
864,2024-04-14,190,21,5,4,Completa,Frutas y Verduras,4,3.25,NEA,4,Mercado Pago,1738,16.25
866,2024-06-28,46,33,2,5,Completa,Galletitas y Snacks,7,8.54,Centro,5,Transferencia,406,17.08
867,2024-05-31,77,12,2,1,Completa,Panadería,3,8.12,Buenos Aires,1,Efectivo,708,16.24
868,2024-12-19,287,12,1,5,Completa,Panadería,3,8.12,NEA,5,Transferencia,2594,8.12
869,2024-08-27,111,20,2,1,Completa,Frutas y Verduras,4,4.25,Cuyo,1,Efectivo,1022,8.5
870,2024-12-25,113,12,5,3,Completa,Panadería,3,8.12,Buenos Aires,3,Tarjeta de Débito,1040,40.599999999999994
871,2024-11-15,242,25,4,1,Completa,Congelados,5,15.45,NEA,1,Efectivo,2201,61.8
872,2024-10-14,29,16,6,1,Completa,Panadería,3,15.23,NEA,1,Efectivo,264,91.38
873,2024-04-11,72,26,1,4,Completa,Congelados,5,9.54,Centro,4,Mercado Pago,663,9.54
874,2024-11-25,326,26,6,5,Pendiente,Congelados,5,9.54,Cuyo,5,Transferencia,2947,57.239999999999995
875,2024-03-17,321,15,6,5,Completa,Panadería,3,3.51,Cuyo,5,Transferencia,2892,21.06
876,2024-03-08,42,23,3,2,Completa,Congelados,5,8.23,Patagonia,2,Tarjeta de Crédito,375,24.69
878,2024-09-25,153,26,2,1,Completa,Congelados,5,9.54,Cuyo,1,Efectivo,1393,19.08
879,2024-11-21,110,24,4,5,Completa,Congelados,5,13.54,NEA,5,Transferencia,1014,54.16
881,2024-05-27,39,16,1,4,Completa,Panadería,3,15.23,Patagonia,4,Mercado Pago,351,15.23
882,2024-09-07,288,32,5,2,Completa,Galletitas y Snacks,7,6.25,Buenos Aires,2,Tarjeta de Crédito,2607,31.25
884,2024-03-17,312,16,5,2,Pendiente,Panadería,3,15.23,Cuyo,2,Tarjeta de Crédito,2801,76.15
885,2024-11-21,72,26,3,5,Completa,Congelados,5,9.54,Centro,5,Transferencia,667,28.619999999999997
887,2024-11-19,214,16,6,4,Completa,Panadería,3,15.23,Patagonia,4,Mercado Pago,1950,91.38
889,2024-04-27,51,17,2,5,Completa,Frutas y Verduras,4,6.54,Cuyo,5,Transferencia,458,13.08
891,2024-11-11,79,32,3,4,Completa,Galletitas y Snacks,7,6.25,Patagonia,4,Mercado Pago,735,18.75
892,2024-09-19,214,37,2,5,Completa,Conservas,8,3.65,Patagonia,5,Transferencia,1948,7.3
893,2024-07-16,183,29,4,3,Completa,Bebidas,6,11.54,Patagonia,3,Tarjeta de Débito,1666,46.16
895,2024-05-28,194,12,4,4,Completa,Panadería,3,8.12,Buenos Aires,4,Mercado Pago,1774,32.48
896,2024-12-21,190,37,3,4,Completa,Conservas,8,3.65,NEA,4,Mercado Pago,1747,10.95
897,2024-05-08,234,23,5,4,Completa,Congelados,5,8.23,Buenos Aires,4,Mercado Pago,2120,41.150000000000006
899,2024-09-20,32,27,6,2,Completa,Bebidas,6,6.21,Cuyo,2,Tarjeta de Crédito,295,37.26
901,2024-10-02,325,37,4,4,Completa,Conservas,8,3.65,NEA,4,Mercado Pago,2933,14.6
902,2024-05-13,316,37,6,4,Completa,Conservas,8,3.65,Centro,4,Mercado Pago,2843,21.9
904,2024-09-30,76,16,3,3,Completa,Panadería,3,15.23,Centro,3,Tarjeta de Débito,703,45.69
906,2024-07-30,179,13,1,5,Completa,Panadería,3,12.56,Buenos Aires,5,Transferencia,1629,12.56
907,2024-11-20,68,35,3,4,Completa,Conservas,8,4.25,Patagonia,4,Mercado Pago,630,12.75
909,2024-04-24,287,31,1,1,Completa,Galletitas y Snacks,7,5.24,NEA,1,Efectivo,2587,5.24
910,2024-10-20,208,24,5,5,Completa,Congelados,5,13.54,Buenos Aires,5,Transferencia,1889,67.69999999999999
911,2024-03-21,288,19,1,4,Completa,Frutas y Verduras,4,6.54,Buenos Aires,4,Mercado Pago,2597,6.54
912,2024-10-16,306,19,6,2,Completa,Frutas y Verduras,4,6.54,Cuyo,2,Tarjeta de Crédito,2742,39.24
913,2024-11-09,36,27,5,5,Completa,Bebidas,6,6.21,Buenos Aires,5,Transferencia,330,31.05
914,2024-12-19,203,16,2,4,Pendiente,Panadería,3,15.23,Buenos Aires,4,Mercado Pago,1844,30.46
915,2024-12-05,75,14,3,4,Completa,Panadería,3,12.36,NEA,4,Mercado Pago,697,37.08
916,2024-03-06,307,17,3,3,Pendiente,Frutas y Verduras,4,6.54,Cuyo,3,Tarjeta de Débito,2744,19.62
917,2024-08-25,275,13,6,1,Completa,Panadería,3,12.56,Buenos Aires,1,Efectivo,2480,75.36
920,2024-06-30,50,33,1,1,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,1,Efectivo,446,8.54
921,2024-10-14,46,21,2,5,Completa,Frutas y Verduras,4,3.25,Centro,5,Transferencia,409,6.5
922,2024-06-02,210,24,5,5,Completa,Congelados,5,13.54,Centro,5,Transferencia,1905,67.69999999999999
926,2024-08-24,55,25,2,5,Completa,Congelados,5,15.45,Patagonia,5,Transferencia,498,30.9
927,2024-09-07,242,21,3,4,Completa,Frutas y Verduras,4,3.25,NEA,4,Mercado Pago,2197,9.75
929,2024-08-01,164,31,5,3,Pendiente,Galletitas y Snacks,7,5.24,Centro,3,Tarjeta de Débito,1488,26.200000000000003
931,2024-09-02,179,29,4,1,Completa,Bebidas,6,11.54,Buenos Aires,1,Efectivo,1631,46.16
933,2024-12-22,260,29,2,5,Completa,Bebidas,6,11.54,Buenos Aires,5,Transferencia,2356,23.08
934,2024-09-17,213,26,5,4,Completa,Congelados,5,9.54,Centro,4,Mercado Pago,1939,47.699999999999996
937,2024-12-01,261,27,4,2,Completa,Bebidas,6,6.21,NOA,2,Tarjeta de Crédito,2363,24.84
939,2024-07-25,150,14,2,5,Completa,Panadería,3,12.36,Buenos Aires,5,Transferencia,1354,24.72
940,2024-11-11,220,29,4,2,Completa,Bebidas,6,11.54,Centro,2,Tarjeta de Crédito,2000,46.16
941,2024-06-23,146,13,6,4,Pendiente,Panadería,3,12.56,Cuyo,4,Mercado Pago,1319,75.36
942,2024-11-28,5,34,3,3,Completa,Galletitas y Snacks,7,5.45,Centro,3,Tarjeta de Débito,40,16.35
944,2024-06-01,51,27,1,5,Completa,Bebidas,6,6.21,Cuyo,5,Transferencia,459,6.21
945,2024-10-15,241,30,5,3,Completa,Bebidas,6,13.54,Buenos Aires,3,Tarjeta de Débito,2187,67.69999999999999
946,2024-09-18,313,34,4,4,Completa,Galletitas y Snacks,7,5.45,Cuyo,4,Mercado Pago,2818,21.8
949,2024-06-17,29,19,2,3,Pendiente,Frutas y Verduras,4,6.54,NEA,3,Tarjeta de Débito,260,13.08
950,2024-06-21,119,33,6,2,Pendiente,Galletitas y Snacks,7,8.54,Patagonia,2,Tarjeta de Crédito,1088,51.239999999999995
951,2024-05-23,152,14,1,5,Completa,Panadería,3,12.36,NOA,5,Transferencia,1373,12.36
953,2024-07-24,134,33,3,3,Completa,Galletitas y Snacks,7,8.54,Cuyo,3,Tarjeta de Débito,1224,25.619999999999997
954,2024-12-30,44,12,6,4,Completa,Panadería,3,8.12,Buenos Aires,4,Mercado Pago,392,48.72
956,2024-05-25,139,14,2,5,Pendiente,Panadería,3,12.36,Buenos Aires,5,Transferencia,1257,24.72
957,2024-07-07,198,17,5,4,Completa,Frutas y Verduras,4,6.54,NOA,4,Mercado Pago,1800,32.7
959,2024-06-11,66,26,1,1,Completa,Congelados,5,9.54,Buenos Aires,1,Efectivo,609,9.54
961,2024-12-16,154,15,3,5,Completa,Panadería,3,3.51,Patagonia,5,Transferencia,1400,10.53
963,2024-11-01,107,17,4,4,Completa,Frutas y Verduras,4,6.54,Patagonia,4,Mercado Pago,990,26.16
964,2024-10-06,220,18,4,4,Completa,Frutas y Verduras,4,7.25,Centro,4,Mercado Pago,1999,29.0
965,2024-10-31,177,19,4,3,Completa,Frutas y Verduras,4,6.54,NEA,3,Tarjeta de Débito,1619,26.16
966,2024-10-18,120,22,1,4,Pendiente,Frutas y Verduras,4,4.21,Buenos Aires,4,Mercado Pago,1103,4.21
967,2024-06-11,55,29,4,5,Completa,Bebidas,6,11.54,Patagonia,5,Transferencia,496,46.16
968,2024-03-20,3,23,3,4,Completa,Congelados,5,8.23,Patagonia,4,Mercado Pago,18,24.69
969,2024-06-12,118,37,2,4,Pendiente,Conservas,8,3.65,Centro,4,Mercado Pago,1076,7.3
970,2024-03-23,212,16,6,3,Completa,Panadería,3,15.23,Buenos Aires,3,Tarjeta de Débito,1922,91.38
971,2024-03-12,213,29,6,4,Completa,Bebidas,6,11.54,Centro,4,Mercado Pago,1929,69.24
972,2024-06-14,181,35,2,4,Completa,Conservas,8,4.25,Patagonia,4,Mercado Pago,1655,8.5
973,2024-12-25,162,21,6,5,Completa,Frutas y Verduras,4,3.25,Patagonia,5,Transferencia,1475,19.5
974,2024-07-17,175,23,2,5,Completa,Congelados,5,8.23,Buenos Aires,5,Transferencia,1594,16.46
975,2024-07-07,40,34,6,4,Completa,Galletitas y Snacks,7,5.45,Cuyo,4,Mercado Pago,361,32.7
976,2024-04-16,110,31,2,4,Completa,Galletitas y Snacks,7,5.24,NEA,4,Mercado Pago,1012,10.48
977,2024-07-19,25,12,1,1,Completa,Panadería,3,8.12,Patagonia,1,Efectivo,227,8.12
978,2024-10-19,116,19,3,5,Completa,Frutas y Verduras,4,6.54,Buenos Aires,5,Transferencia,1062,19.62
979,2024-02-20,30,29,5,1,Completa,Bebidas,6,11.54,Buenos Aires,1,Efectivo,268,57.699999999999996
981,2024-07-07,33,17,6,5,Completa,Frutas y Verduras,4,6.54,NEA,5,Transferencia,298,39.24
982,2024-11-04,245,19,3,4,Completa,Frutas y Verduras,4,6.54,NEA,4,Mercado Pago,2223,19.62
983,2024-11-17,11,33,6,1,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,1,Efectivo,96,51.239999999999995
985,2024-06-05,29,12,3,3,Completa,Panadería,3,8.12,NEA,3,Tarjeta de Débito,259,24.36
987,2024-08-14,274,33,5,2,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,2,Tarjeta de Crédito,2470,42.699999999999996
988,2024-03-28,266,21,5,2,Completa,Frutas y Verduras,4,3.25,Buenos Aires,2,Tarjeta de Crédito,2399,16.25
990,2024-12-02,136,27,6,4,Completa,Bebidas,6,6.21,Patagonia,4,Mercado Pago,1239,37.26
992,2024-12-23,283,35,5,3,Completa,Conservas,8,4.25,Buenos Aires,3,Tarjeta de Débito,2559,21.25
994,2024-08-21,102,24,3,3,Completa,Congelados,5,13.54,Patagonia,3,Tarjeta de Débito,938,40.62
995,2024-02-11,224,13,5,5,Completa,Panadería,3,12.56,Cuyo,5,Transferencia,2029,62.800000000000004
996,2024-06-04,242,13,5,3,Completa,Panadería,3,12.56,NEA,3,Tarjeta de Débito,2193,62.800000000000004
997,2024-02-03,245,12,3,5,Completa,Panadería,3,8.12,NEA,5,Transferencia,2212,24.36
998,2024-09-03,152,25,5,3,Completa,Congelados,5,15.45,NOA,3,Tarjeta de Débito,1379,77.25
999,2024-12-19,155,38,4,3,Completa,Conservas,8,6.21,Cuyo,3,Tarjeta de Débito,1408,24.84
1000,2024-12-25,151,35,3,3,Completa,Conservas,8,4.25,Buenos Aires,3,Tarjeta de Débito,1371,12.75
1002,2024-12-07,7,19,3,4,Completa,Frutas y Verduras,4,6.54,Cuyo,4,Mercado Pago,58,19.62
1004,2024-07-26,71,29,5,5,Completa,Bebidas,6,11.54,Buenos Aires,5,Transferencia,657,57.699999999999996
1006,2024-10-02,281,23,6,5,Completa,Congelados,5,8.23,Buenos Aires,5,Transferencia,2537,49.38
1009,2024-08-05,306,29,2,5,Completa,Bebidas,6,11.54,Cuyo,5,Transferencia,2739,23.08
1010,2024-06-08,90,15,4,5,Completa,Panadería,3,3.51,Buenos Aires,5,Transferencia,830,14.04
1014,2024-12-25,54,38,6,1,Completa,Conservas,8,6.21,Buenos Aires,1,Efectivo,490,37.26
1017,2024-07-21,200,24,2,3,Completa,Congelados,5,13.54,Centro,3,Tarjeta de Débito,1817,27.08
1018,2024-10-16,291,14,3,4,Completa,Panadería,3,12.36,NEA,4,Mercado Pago,2629,37.08
1019,2024-05-09,225,26,4,4,Completa,Congelados,5,9.54,Buenos Aires,4,Mercado Pago,2041,38.16
1020,2024-10-16,61,32,6,5,Completa,Galletitas y Snacks,7,6.25,Buenos Aires,5,Transferencia,564,37.5
1021,2024-10-14,24,20,6,2,Completa,Frutas y Verduras,4,4.25,Cuyo,2,Tarjeta de Crédito,217,25.5
1024,2024-10-15,168,37,1,3,Completa,Conservas,8,3.65,Centro,3,Tarjeta de Débito,1530,3.65
1025,2024-03-26,288,15,3,5,Pendiente,Panadería,3,3.51,Buenos Aires,5,Transferencia,2599,10.53
1026,2024-04-21,131,17,2,4,Pendiente,Frutas y Verduras,4,6.54,Buenos Aires,4,Mercado Pago,1193,13.08
1027,2024-10-30,140,18,4,1,Completa,Frutas y Verduras,4,7.25,NEA,1,Efectivo,1268,29.0
1028,2024-03-22,267,31,3,4,Completa,Galletitas y Snacks,7,5.24,Centro,4,Mercado Pago,2411,15.72
1029,2024-11-03,9,29,1,5,Pendiente,Bebidas,6,11.54,Centro,5,Transferencia,78,11.54
1030,2024-05-26,44,32,4,4,Completa,Galletitas y Snacks,7,6.25,Buenos Aires,4,Mercado Pago,387,25.0
1034,2024-07-22,125,26,3,1,Pendiente,Congelados,5,9.54,Patagonia,1,Efectivo,1147,28.619999999999997
1035,2024-06-07,249,20,1,3,Completa,Frutas y Verduras,4,4.25,Buenos Aires,3,Tarjeta de Débito,2260,4.25
1036,2024-07-04,230,30,2,5,Completa,Bebidas,6,13.54,Centro,5,Transferencia,2080,27.08
1037,2024-02-29,48,30,6,4,Completa,Bebidas,6,13.54,Patagonia,4,Mercado Pago,424,81.24
1038,2024-08-07,119,34,5,3,Completa,Galletitas y Snacks,7,5.45,Patagonia,3,Tarjeta de Débito,1090,27.25
1039,2024-09-04,314,22,1,4,Completa,Frutas y Verduras,4,4.21,Patagonia,4,Mercado Pago,2832,4.21
1040,2024-06-07,298,18,6,4,Completa,Frutas y Verduras,4,7.25,Buenos Aires,4,Mercado Pago,2674,43.5
1043,2024-12-10,96,21,4,5,Completa,Frutas y Verduras,4,3.25,Buenos Aires,5,Transferencia,886,13.0
1044,2024-02-09,69,29,1,5,Completa,Bebidas,6,11.54,Cuyo,5,Transferencia,632,11.54
1045,2024-03-31,258,32,3,4,Completa,Galletitas y Snacks,7,6.25,Centro,4,Mercado Pago,2333,18.75
1049,2024-08-25,263,25,4,4,Completa,Congelados,5,15.45,Buenos Aires,4,Mercado Pago,2374,61.8
1050,2024-05-11,115,27,3,4,Completa,Bebidas,6,6.21,Cuyo,4,Mercado Pago,1052,18.63
1052,2024-07-01,219,18,1,3,Pendiente,Frutas y Verduras,4,7.25,Patagonia,3,Tarjeta de Débito,1986,7.25
1054,2024-06-01,300,31,5,4,Completa,Galletitas y Snacks,7,5.24,NEA,4,Mercado Pago,2690,26.200000000000003
1055,2024-08-29,229,34,5,1,Completa,Galletitas y Snacks,7,5.45,Cuyo,1,Efectivo,2073,27.25
1058,2024-08-07,67,15,5,1,Completa,Panadería,3,3.51,NEA,1,Efectivo,617,17.549999999999997
1059,2024-08-11,24,29,3,1,Completa,Bebidas,6,11.54,Cuyo,1,Efectivo,215,34.62
1060,2024-04-25,56,29,5,3,Completa,Bebidas,6,11.54,Centro,3,Tarjeta de Débito,505,57.699999999999996
1061,2024-08-24,320,14,4,4,Completa,Panadería,3,12.36,Centro,4,Mercado Pago,2889,49.44
1062,2024-10-19,141,34,3,5,Pendiente,Galletitas y Snacks,7,5.45,NEA,5,Transferencia,1280,16.35
1063,2024-12-09,115,21,2,2,Completa,Frutas y Verduras,4,3.25,Cuyo,2,Tarjeta de Crédito,1059,6.5
1065,2024-12-24,124,38,2,5,Completa,Conservas,8,6.21,NEA,5,Transferencia,1140,12.42
1066,2024-05-28,182,29,5,1,Completa,Bebidas,6,11.54,Centro,1,Efectivo,1659,57.699999999999996
1067,2024-05-13,271,27,3,5,Completa,Bebidas,6,6.21,Patagonia,5,Transferencia,2437,18.63
1069,2024-03-03,37,26,1,5,Completa,Congelados,5,9.54,Cuyo,5,Transferencia,335,9.54
1070,2024-07-26,174,12,6,4,Completa,Panadería,3,8.12,Patagonia,4,Mercado Pago,1583,48.72
1071,2024-03-20,135,14,6,4,Completa,Panadería,3,12.36,Cuyo,4,Mercado Pago,1230,74.16
1072,2024-09-25,155,28,2,4,Completa,Bebidas,6,9.45,Cuyo,4,Mercado Pago,1404,18.9
1073,2024-11-05,173,35,5,5,Pendiente,Conservas,8,4.25,Patagonia,5,Transferencia,1578,21.25
1074,2024-04-22,320,38,6,3,Completa,Conservas,8,6.21,Centro,3,Tarjeta de Débito,2885,37.26
1075,2024-11-13,207,18,3,5,Completa,Frutas y Verduras,4,7.25,Buenos Aires,5,Transferencia,1880,21.75
1077,2024-07-12,268,34,4,4,Completa,Galletitas y Snacks,7,5.45,NOA,4,Mercado Pago,2419,21.8
1079,2024-02-17,8,31,6,3,Completa,Galletitas y Snacks,7,5.24,Buenos Aires,3,Tarjeta de Débito,60,31.44
1080,2024-08-08,202,27,6,4,Completa,Bebidas,6,6.21,NEA,4,Mercado Pago,1829,37.26
