Fecha,Region,ID_Producto,Categoria,Cantidad_Semanal,Cantidad_Predicha,Modelo_Usado
2024-10-22,Buenos Aires,23,Congelados,52,65.49256909747326,LGBM
2024-10-23,Buenos Aires,24,Congelados,52,64.40479666181533,LGBM
2024-10-27,Buenos Aires,23,Congelados,52,67.6470793419712,LGBM
2024-11-02,Buenos Aires,26,Congelados,45,75.20766047896991,LGBM
2024-11-04,Buenos Aires,24,Congelados,65,71.24258095289456,LGBM
2024-11-09,Buenos Aires,25,Congelados,65,62.08100129726075,LGBM
2024-11-09,Buenos Aires,26,Congelados,65,72.10114119772071,LGBM
2024-11-10,Buenos Aires,26,Congelados,65,77.28069673230208,LGBM
2024-11-12,Buenos Aires,26,Congelados,67,81.05685104544224,LGBM
2024-11-13,Buenos Aires,26,Congelados,67,81.51504564540562,LGBM
2024-11-13,Buenos Aires,26,Congelados,67,81.0764240470052,LGBM
2024-11-18,Buenos Aires,23,Congelados,30,79.16741313033894,LGBM
2024-11-21,Buenos Aires,24,Congelados,30,80.06241547851504,LGBM
2024-11-26,Buenos Aires,26,Congelados,80,77.1372754183096,LGBM
2024-11-29,Buenos Aires,26,Congelados,80,76.04356330386268,LGBM
2024-11-29,Buenos Aires,24,Congelados,80,64.82708782808778,LGBM
2024-11-29,Buenos Aires,26,Congelados,80,69.32646074790188,LGBM
2024-11-30,Buenos Aires,24,Congelados,80,76.35553503382963,LGBM
2024-12-03,Buenos Aires,25,Congelados,49,75.46272123606639,LGBM
2024-12-04,Buenos Aires,24,Congelados,49,72.81047338777903,LGBM
2024-12-05,Buenos Aires,25,Congelados,49,72.46510475539516,LGBM
2024-12-05,Buenos Aires,24,Congelados,49,74.87926546362769,LGBM
2024-12-07,Buenos Aires,24,Congelados,49,69.89792498360404,LGBM
2024-12-07,Buenos Aires,23,Congelados,49,79.5352455933555,LGBM
2024-12-24,Buenos Aires,24,Congelados,57,83.7225249644375,LGBM
2024-12-28,Buenos Aires,26,Congelados,57,82.12995318226274,LGBM
2024-12-30,Buenos Aires,25,Congelados,14,87.4986549532954,LGBM
2024-02-07,Centro,25,Congelados,20,30.014347919420295,LGBM
2024-02-10,Centro,24,Congelados,20,37.46381383924617,LGBM
2024-02-13,Centro,26,Congelados,39,33.82739051354608,LGBM
2024-02-16,Centro,25,Congelados,39,36.101235304199726,LGBM
2024-02-17,Centro,26,Congelados,39,29.792928237424736,LGBM
2024-02-26,Centro,25,Congelados,35,29.567839697196796,LGBM
2024-02-26,Centro,23,Congelados,35,33.249376177618124,LGBM
2024-03-10,Centro,26,Congelados,22,27.750264780137,LGBM
2024-03-17,Centro,25,Congelados,27,23.327116880777965,LGBM
2024-03-20,Centro,25,Congelados,32,27.121014660666763,LGBM
2024-03-26,Centro,26,Congelados,32,28.285708789876956,LGBM
2024-03-27,Centro,25,Congelados,32,35.30813797471574,LGBM
2024-04-03,Centro,23,Congelados,21,31.63687592174742,LGBM
2024-04-10,Centro,26,Congelados,27,27.75853993618864,LGBM
2024-04-11,Centro,26,Congelados,27,24.538324870424923,LGBM
2024-04-25,Centro,24,Congelados,45,30.59919369701971,LGBM
2024-04-25,Centro,24,Congelados,45,43.73414531792483,LGBM
2024-05-02,Centro,24,Congelados,38,36.53947944508993,LGBM
2024-05-02,Centro,23,Congelados,38,36.85442880521958,LGBM
2024-05-04,Centro,24,Congelados,38,34.81201685330301,LGBM
2024-05-10,Centro,26,Congelados,40,32.55558794004568,LGBM
2024-05-14,Centro,26,Congelados,20,33.45399537805822,LGBM
2024-05-16,Centro,26,Congelados,20,30.513078905337572,LGBM
2024-05-21,Centro,23,Congelados,39,27.00436077966176,LGBM
2024-05-23,Centro,24,Congelados,39,24.991959836127535,LGBM
2024-05-24,Centro,26,Congelados,39,28.51056697660767,LGBM
2024-05-30,Centro,26,Congelados,53,26.228530802547358,LGBM
2024-06-02,Centro,24,Congelados,53,29.091639456729407,LGBM
2024-06-02,Centro,23,Congelados,53,29.343791014936425,LGBM
2024-06-05,Centro,25,Congelados,26,33.70192132882817,LGBM
2024-06-16,Centro,24,Congelados,34,37.26277939581098,LGBM
2024-06-20,Centro,24,Congelados,16,31.485246735202384,LGBM
2024-06-25,Centro,23,Congelados,43,30.900425999598642,LGBM
2024-06-29,Centro,23,Congelados,43,30.72291138621625,LGBM
2024-07-09,Centro,25,Congelados,29,21.235825795797325,LGBM
2024-07-21,Centro,24,Congelados,20,25.516972042315064,LGBM
2024-08-07,Centro,23,Congelados,17,20.79308634098964,LGBM
2024-08-14,Centro,26,Congelados,39,24.350674219125672,LGBM
2024-08-15,Centro,26,Congelados,39,27.12650014856733,LGBM
2024-08-23,Centro,26,Congelados,28,18.08667753797044,LGBM
2024-08-26,Centro,24,Congelados,21,23.219303735253494,LGBM
2024-08-29,Centro,25,Congelados,21,20.213835033430268,LGBM
2024-09-02,Centro,25,Congelados,23,21.382694284985888,LGBM
2024-09-07,Centro,23,Congelados,23,16.52818025605393,LGBM
2024-09-16,Centro,23,Congelados,32,18.078658062831323,LGBM
2024-09-17,Centro,26,Congelados,32,25.454767600120142,LGBM
2024-09-17,Centro,23,Congelados,32,23.116444137295126,LGBM
2024-09-25,Centro,25,Congelados,26,26.561376546793934,LGBM
2024-09-30,Centro,26,Congelados,41,25.87668744275254,LGBM
2024-10-05,Centro,26,Congelados,41,27.063454218560224,LGBM
2024-10-10,Centro,25,Congelados,34,27.260650131680567,LGBM
2024-10-10,Centro,24,Congelados,34,25.664795987560638,LGBM
2024-10-20,Centro,26,Congelados,38,31.745082850669984,LGBM
2024-10-25,Centro,25,Congelados,25,27.639238445508155,LGBM
2024-10-28,Centro,23,Congelados,34,27.832856321792043,LGBM
2024-10-30,Centro,23,Congelados,34,31.1228751295674,LGBM
2024-11-13,Centro,25,Congelados,31,32.868782635438954,LGBM
2024-11-14,Centro,24,Congelados,31,31.394036204913156,LGBM
2024-11-17,Centro,25,Congelados,31,33.948168239323536,LGBM
2024-11-20,Centro,26,Congelados,22,28.627800570204393,LGBM
2024-11-20,Centro,26,Congelados,22,28.37755137205017,LGBM
2024-11-21,Centro,26,Congelados,22,26.487964182227405,LGBM
2024-11-22,Centro,23,Congelados,22,26.46025952178392,LGBM
2024-12-02,Centro,25,Congelados,23,31.150287986262548,LGBM
2024-12-14,Centro,23,Congelados,30,25.869733070597952,LGBM
2024-12-16,Centro,24,Congelados,41,25.74055585156795,LGBM
2024-12-16,Centro,25,Congelados,41,25.848691887872814,LGBM
2024-12-16,Centro,25,Congelados,41,28.557414642621712,LGBM
2024-12-18,Centro,23,Congelados,41,30.807669922199416,LGBM
2024-12-20,Centro,25,Congelados,41,29.472219953174154,LGBM
2024-12-24,Centro,26,Congelados,19,32.535066371074194,LGBM
2024-02-15,Cuyo,24,Congelados,48,29.823882437458302,LGBM
2024-02-15,Cuyo,24,Congelados,48,38.03078765801447,LGBM
2024-02-28,Cuyo,26,Congelados,27,37.62520162465617,LGBM
2024-03-03,Cuyo,26,Congelados,27,35.59217765599208,LGBM
2024-03-16,Cuyo,26,Congelados,41,37.82405773882191,LGBM
2024-03-20,Cuyo,25,Congelados,30,41.34541603151394,LGBM
2024-03-30,Cuyo,25,Congelados,31,43.68642707468554,LGBM
2024-04-09,Cuyo,25,Congelados,22,40.29947187555428,LGBM
2024-04-10,Cuyo,23,Congelados,22,41.20519165593777,LGBM
2024-04-25,Cuyo,23,Congelados,21,40.472391076965714,LGBM
2024-05-06,Cuyo,26,Congelados,21,41.03676761031475,LGBM
2024-05-09,Cuyo,24,Congelados,21,35.58913767113217,LGBM
2024-05-19,Cuyo,26,Congelados,23,29.52769647052174,LGBM
2024-05-21,Cuyo,26,Congelados,20,39.33907462596988,LGBM
2024-05-29,Cuyo,26,Congelados,27,37.37066574576424,LGBM
2024-06-02,Cuyo,25,Congelados,27,33.78620714333828,LGBM
2024-06-09,Cuyo,23,Congelados,47,36.82695556325709,LGBM
2024-06-19,Cuyo,23,Congelados,20,29.9918444608939,LGBM
2024-06-21,Cuyo,26,Congelados,20,38.3507406729971,LGBM
2024-06-25,Cuyo,25,Congelados,18,27.695564324595885,LGBM
2024-06-30,Cuyo,25,Congelados,18,30.725349387942956,LGBM
2024-07-01,Cuyo,23,Congelados,37,33.845886186622934,LGBM
2024-07-02,Cuyo,23,Congelados,37,31.664552736867048,LGBM
2024-07-05,Cuyo,23,Congelados,37,35.3445757091383,LGBM
2024-07-10,Cuyo,25,Congelados,31,35.12493796014814,LGBM
2024-07-11,Cuyo,23,Congelados,31,32.275617550533205,LGBM
2024-07-14,Cuyo,26,Congelados,31,31.984174188186927,LGBM
2024-07-21,Cuyo,23,Congelados,23,32.87031536756949,LGBM
2024-07-27,Cuyo,26,Congelados,26,30.43453693103423,LGBM
2024-07-28,Cuyo,23,Congelados,26,30.953696220355738,LGBM
2024-07-30,Cuyo,26,Congelados,31,29.02788879237317,LGBM
2024-07-31,Cuyo,24,Congelados,31,26.574401466554704,LGBM
2024-08-03,Cuyo,25,Congelados,31,23.84448182177889,LGBM
2024-08-03,Cuyo,25,Congelados,31,27.029033823931403,LGBM
2024-08-03,Cuyo,26,Congelados,31,29.16952910046085,LGBM
2024-08-07,Cuyo,26,Congelados,35,22.130775455369736,LGBM
2024-08-10,Cuyo,24,Congelados,35,21.547781266833894,LGBM
2024-08-14,Cuyo,24,Congelados,12,24.1804348921264,LGBM
2024-09-02,Cuyo,24,Congelados,17,18.37539284376136,LGBM
2024-09-24,Cuyo,26,Congelados,36,21.566936794737504,LGBM
2024-09-25,Cuyo,26,Congelados,36,20.605866308509462,LGBM
2024-09-25,Cuyo,26,Congelados,36,23.21460577666246,LGBM
2024-09-29,Cuyo,26,Congelados,36,18.423376174699776,LGBM
2024-09-29,Cuyo,24,Congelados,36,17.312859323918605,LGBM
2024-09-29,Cuyo,24,Congelados,36,24.526430238200618,LGBM
2024-10-07,Cuyo,25,Congelados,14,21.6269498856185,LGBM
2024-10-17,Cuyo,26,Congelados,20,18.065098135379532,LGBM
2024-10-20,Cuyo,25,Congelados,20,16.50833415122481,LGBM
2024-11-03,Cuyo,25,Congelados,35,20.857150975374438,LGBM
2024-11-06,Cuyo,23,Congelados,30,19.251179807993978,LGBM
2024-11-08,Cuyo,24,Congelados,30,19.28157170064956,LGBM
2024-11-13,Cuyo,24,Congelados,7,20.1490439838389,LGBM
2024-11-25,Cuyo,26,Congelados,33,38.609290546539434,LGBM
2024-12-04,Cuyo,23,Congelados,8,33.8498829104733,LGBM
2024-12-24,Cuyo,23,Congelados,35,33.46148167252886,LGBM
2024-02-24,NEA,23,Congelados,14,33.81397096811494,LGBM
2024-03-02,NEA,23,Congelados,21,39.04838752270098,LGBM
2024-03-03,NEA,26,Congelados,21,32.52281141888105,LGBM
2024-03-05,NEA,26,Congelados,20,31.33256164672742,LGBM
2024-03-09,NEA,24,Congelados,20,33.54711924963525,LGBM
2024-03-11,NEA,25,Congelados,9,39.86719763788956,LGBM
2024-04-02,NEA,25,Congelados,36,39.7513949106112,LGBM
2024-04-03,NEA,24,Congelados,36,31.73899304270884,LGBM
2024-04-03,NEA,25,Congelados,36,24.1272316588438,LGBM
2024-04-05,NEA,23,Congelados,36,30.430064427770038,LGBM
2024-04-08,NEA,24,Congelados,8,27.75100462119614,LGBM
2024-04-22,NEA,23,Congelados,14,26.93252251249778,LGBM
2024-05-11,NEA,24,Congelados,21,31.218392873549902,LGBM
2024-05-21,NEA,24,Congelados,16,41.61865808072794,LGBM
2024-06-01,NEA,25,Congelados,32,38.985877090873664,LGBM
2024-06-16,NEA,23,Congelados,27,37.87127654541061,LGBM
2024-06-25,NEA,26,Congelados,18,36.489593708737615,LGBM
2024-07-12,NEA,23,Congelados,25,33.18741899161329,LGBM
2024-07-23,NEA,23,Congelados,25,32.442524930901676,LGBM
2024-08-06,NEA,26,Congelados,25,34.37954230985148,LGBM
2024-08-14,NEA,26,Congelados,36,29.40381933548943,LGBM
2024-09-11,NEA,26,Congelados,4,27.49748758067566,LGBM
2024-09-28,NEA,24,Congelados,34,28.43681366947413,LGBM
2024-10-03,NEA,26,Congelados,27,26.972792148152394,LGBM
2024-10-03,NEA,25,Congelados,27,26.858770123850668,LGBM
2024-10-29,NEA,23,Congelados,17,28.356035267131112,LGBM
2024-11-10,NEA,24,Congelados,27,34.282639208405925,LGBM
2024-11-10,NEA,23,Congelados,27,31.77093685209896,LGBM
2024-11-15,NEA,25,Congelados,6,29.138213067153302,LGBM
2024-11-21,NEA,24,Congelados,12,31.308806222774685,LGBM
2024-11-25,NEA,26,Congelados,17,29.413550357120872,LGBM
2024-12-03,NEA,24,Congelados,10,23.580049382927964,LGBM
2024-12-13,NEA,25,Congelados,24,17.693906127002183,LGBM
2024-12-23,NEA,25,Congelados,18,18.349002978855548,LGBM
2024-03-27,NOA,24,Congelados,9,20.871439202064767,LGBM
2024-03-27,NOA,25,Congelados,9,19.80741373873011,LGBM
2024-04-24,NOA,23,Congelados,14,24.05335963961209,LGBM
2024-04-25,NOA,26,Congelados,14,27.84385341549324,LGBM
2024-09-03,NOA,25,Congelados,10,17.630133472008794,LGBM
2024-10-12,NOA,25,Congelados,3,20.97001396531393,LGBM
2024-11-01,NOA,23,Congelados,5,16.28845407707693,LGBM
2024-11-18,NOA,25,Congelados,5,19.373824460320694,LGBM
2024-02-04,Patagonia,24,Congelados,19,22.861651813269606,LGBM
2024-02-09,Patagonia,25,Congelados,24,28.657304956817207,LGBM
2024-02-15,Patagonia,23,Congelados,35,31.56435259889416,LGBM
2024-02-26,Patagonia,26,Congelados,26,36.092810493966944,LGBM
2024-03-02,Patagonia,25,Congelados,26,29.15137775970165,LGBM
2024-03-06,Patagonia,24,Congelados,36,37.83340071916194,LGBM
2024-03-07,Patagonia,25,Congelados,36,34.81679427803257,LGBM
2024-03-08,Patagonia,23,Congelados,36,35.39879888660315,LGBM
2024-03-08,Patagonia,26,Congelados,36,31.084498207610103,LGBM
2024-03-09,Patagonia,24,Congelados,36,36.51942432178223,LGBM
2024-03-15,Patagonia,23,Congelados,37,33.13893797169422,LGBM
2024-03-20,Patagonia,23,Congelados,34,31.966969793378333,LGBM
2024-03-21,Patagonia,25,Congelados,34,35.75469242801819,LGBM
2024-03-22,Patagonia,25,Congelados,34,32.823694031984665,LGBM
2024-04-01,Patagonia,26,Congelados,15,31.62469816595863,LGBM
2024-04-08,Patagonia,24,Congelados,34,29.338243193814765,LGBM
2024-04-10,Patagonia,26,Congelados,34,34.73169433135894,LGBM
2024-04-18,Patagonia,24,Congelados,46,32.27227912732237,LGBM
2024-04-21,Patagonia,24,Congelados,46,29.724759899514876,LGBM
2024-04-21,Patagonia,23,Congelados,46,28.611057557767424,LGBM
2024-04-26,Patagonia,26,Congelados,28,29.946734291579663,LGBM
2024-04-26,Patagonia,25,Congelados,28,36.20641995189066,LGBM
2024-04-27,Patagonia,24,Congelados,28,27.5675899941521,LGBM
2024-05-01,Patagonia,25,Congelados,35,31.764956498972147,LGBM
2024-05-05,Patagonia,25,Congelados,35,31.572627368244785,LGBM
2024-05-17,Patagonia,25,Congelados,25,30.418527530865926,LGBM
2024-05-26,Patagonia,23,Congelados,19,36.28201358519295,LGBM
2024-05-29,Patagonia,26,Congelados,23,38.6559909786124,LGBM
2024-06-01,Patagonia,24,Congelados,23,34.85879257879681,LGBM
2024-06-05,Patagonia,23,Congelados,33,31.131791184387403,LGBM
2024-06-13,Patagonia,26,Congelados,46,35.97654619803167,LGBM
2024-06-15,Patagonia,26,Congelados,46,36.011018452723526,LGBM
2024-06-16,Patagonia,26,Congelados,46,34.80274909019918,LGBM
2024-06-17,Patagonia,25,Congelados,45,33.5381896902056,LGBM
2024-06-18,Patagonia,26,Congelados,45,41.4250724423454,LGBM
2024-06-24,Patagonia,26,Congelados,36,36.74107837225616,LGBM
2024-06-27,Patagonia,24,Congelados,36,31.14885983669103,LGBM
2024-07-02,Patagonia,25,Congelados,35,28.136117562888543,LGBM
2024-07-05,Patagonia,23,Congelados,35,34.02137823722494,LGBM
2024-07-12,Patagonia,26,Congelados,22,29.84999699847076,LGBM
2024-07-18,Patagonia,23,Congelados,33,35.43684176902119,LGBM
2024-07-22,Patagonia,26,Congelados,40,34.125596366340126,LGBM
2024-08-08,Patagonia,23,Congelados,23,24.862407153958006,LGBM
2024-08-10,Patagonia,23,Congelados,23,22.560001543481533,LGBM
2024-08-15,Patagonia,25,Congelados,14,31.126345698957763,LGBM
2024-08-18,Patagonia,26,Congelados,14,29.423143008142983,LGBM
2024-08-21,Patagonia,24,Congelados,25,25.938987669926078,LGBM
2024-08-24,Patagonia,25,Congelados,25,24.481273671081077,LGBM
2024-08-29,Patagonia,23,Congelados,21,31.370378274754575,LGBM
2024-09-01,Patagonia,25,Congelados,21,24.283371989826726,LGBM
2024-09-04,Patagonia,26,Congelados,24,24.55729904994168,LGBM
2024-09-19,Patagonia,26,Congelados,23,23.72453430919694,LGBM
2024-09-25,Patagonia,26,Congelados,28,24.427605611124946,LGBM
2024-10-10,Patagonia,23,Congelados,25,32.57864711212704,LGBM
2024-10-12,Patagonia,24,Congelados,25,29.590822135250196,LGBM
2024-10-19,Patagonia,25,Congelados,20,30.346427285632306,LGBM
2024-10-20,Patagonia,24,Congelados,20,29.589423055064234,LGBM
2024-10-26,Patagonia,23,Congelados,26,32.2568880832978,LGBM
2024-10-29,Patagonia,26,Congelados,60,34.79436440796196,LGBM
2024-11-03,Patagonia,26,Congelados,60,32.70579829814815,LGBM
2024-11-04,Patagonia,26,Congelados,56,26.837015154162643,LGBM
2024-11-04,Patagonia,26,Congelados,56,28.309904364473777,LGBM
2024-11-06,Patagonia,23,Congelados,56,27.476997264829663,LGBM
2024-11-24,Patagonia,23,Congelados,58,27.29348928384497,LGBM
2024-11-25,Patagonia,25,Congelados,24,27.352189913081364,LGBM
2024-12-01,Patagonia,26,Congelados,24,30.602743003012577,LGBM
2024-12-01,Patagonia,26,Congelados,24,27.998587047551787,LGBM
2024-12-03,Patagonia,23,Congelados,29,30.50007961179493,LGBM
2024-12-09,Patagonia,26,Congelados,19,28.688023796798767,LGBM
2024-12-21,Patagonia,24,Congelados,21,23.225189474057565,LGBM
2024-02-07,Buenos Aires,35,Conservas,43,35.25847854517569,LGBM
2024-02-08,Buenos Aires,36,Conservas,43,,Media_Movil
2024-02-11,Buenos Aires,37,Conservas,43,39.180550523945094,LGBM
2024-02-13,Buenos Aires,35,Conservas,66,53.796448188934654,LGBM
2024-02-17,Buenos Aires,38,Conservas,66,53.62922140626792,LGBM
2024-02-18,Buenos Aires,38,Conservas,66,61.5281986942203,LGBM
2024-03-08,Buenos Aires,35,Conservas,41,56.6542272216424,LGBM
2024-03-14,Buenos Aires,38,Conservas,40,54.68904818196709,LGBM
2024-03-14,Buenos Aires,37,Conservas,40,49.89396033121412,LGBM
2024-03-15,Buenos Aires,38,Conservas,40,61.51438569911119,LGBM
2024-03-18,Buenos Aires,35,Conservas,65,63.185796207557054,LGBM
2024-03-18,Buenos Aires,35,Conservas,65,61.9387066253505,LGBM
2024-03-20,Buenos Aires,36,Conservas,65,43.0,Media_Movil
2024-03-20,Buenos Aires,37,Conservas,65,57.941366840228675,LGBM
2024-03-22,Buenos Aires,36,Conservas,65,54.0,Media_Movil
2024-03-25,Buenos Aires,36,Conservas,85,57.666666666666664,Media_Movil
2024-03-29,Buenos Aires,36,Conservas,85,64.5,Media_Movil
2024-03-31,Buenos Aires,35,Conservas,85,43.463580977258644,LGBM
2024-04-06,Buenos Aires,37,Conservas,56,48.79400514129223,LGBM
2024-04-09,Buenos Aires,35,Conservas,47,59.55554567934035,LGBM
2024-04-29,Buenos Aires,38,Conservas,31,63.71189368036224,LGBM
2024-05-01,Buenos Aires,37,Conservas,31,59.15696763617707,LGBM
2024-05-03,Buenos Aires,37,Conservas,31,63.32901048218288,LGBM
2024-05-14,Buenos Aires,37,Conservas,57,49.65214062404631,LGBM
2024-05-14,Buenos Aires,37,Conservas,57,56.45645928301269,LGBM
2024-05-18,Buenos Aires,37,Conservas,57,59.29572832960594,LGBM
2024-05-26,Buenos Aires,38,Conservas,49,41.944243246555786,LGBM
2024-06-08,Buenos Aires,38,Conservas,64,54.837066901731994,LGBM
2024-06-14,Buenos Aires,37,Conservas,46,52.030741057507804,LGBM
2024-06-16,Buenos Aires,38,Conservas,46,51.335400064378206,LGBM
2024-06-30,Buenos Aires,37,Conservas,41,55.296509243376164,LGBM
2024-06-30,Buenos Aires,35,Conservas,41,53.32835467648837,LGBM
2024-07-02,Buenos Aires,38,Conservas,61,58.29781648835108,LGBM
2024-07-02,Buenos Aires,35,Conservas,61,58.601842513942785,LGBM
2024-07-03,Buenos Aires,37,Conservas,61,57.243799242461264,LGBM
2024-07-04,Buenos Aires,37,Conservas,61,51.82964342596693,LGBM
2024-07-07,Buenos Aires,35,Conservas,61,60.42802624330191,LGBM
2024-07-11,Buenos Aires,35,Conservas,58,49.34771327359804,LGBM
2024-07-19,Buenos Aires,37,Conservas,35,55.19355618165008,LGBM
2024-07-20,Buenos Aires,35,Conservas,35,61.43747402690269,LGBM
2024-07-20,Buenos Aires,38,Conservas,35,53.15085118469477,LGBM
2024-07-22,Buenos Aires,35,Conservas,76,58.120243043746235,LGBM
2024-07-23,Buenos Aires,37,Conservas,76,50.33434802974539,LGBM
2024-07-23,Buenos Aires,35,Conservas,76,55.729964715665055,LGBM
2024-08-04,Buenos Aires,37,Conservas,32,57.70072155046989,LGBM
2024-08-05,Buenos Aires,35,Conservas,47,54.15392467502714,LGBM
2024-08-05,Buenos Aires,36,Conservas,47,68.6,Media_Movil
2024-08-05,Buenos Aires,36,Conservas,47,65.0,Media_Movil
2024-08-07,Buenos Aires,35,Conservas,47,51.73351324451989,LGBM
2024-08-11,Buenos Aires,35,Conservas,47,48.247496691828815,LGBM
2024-08-17,Buenos Aires,35,Conservas,56,50.087686941484854,LGBM
2024-08-18,Buenos Aires,38,Conservas,56,48.28720626332523,LGBM
2024-08-18,Buenos Aires,37,Conservas,56,52.84918848165881,LGBM
2024-08-23,Buenos Aires,35,Conservas,70,51.07602318405069,LGBM
2024-08-23,Buenos Aires,37,Conservas,70,50.11760014098282,LGBM
2024-08-27,Buenos Aires,37,Conservas,37,59.96557625300667,LGBM
2024-08-31,Buenos Aires,36,Conservas,37,62.42857142857143,Media_Movil
2024-09-01,Buenos Aires,36,Conservas,37,61.57142857142857,Media_Movil
2024-09-03,Buenos Aires,36,Conservas,50,57.57142857142857,Media_Movil
2024-09-05,Buenos Aires,38,Conservas,50,53.34149115873094,LGBM
2024-09-06,Buenos Aires,38,Conservas,50,56.00338310966023,LGBM
2024-09-08,Buenos Aires,36,Conservas,50,55.42857142857143,Media_Movil
2024-09-18,Buenos Aires,36,Conservas,57,50.42857142857143,Media_Movil
2024-09-21,Buenos Aires,37,Conservas,57,57.422228612668235,LGBM
2024-09-22,Buenos Aires,37,Conservas,57,53.26112402106494,LGBM
2024-09-30,Buenos Aires,35,Conservas,74,72.58035537280955,LGBM
2024-10-01,Buenos Aires,35,Conservas,74,74.48972259917727,LGBM
2024-10-03,Buenos Aires,37,Conservas,74,71.5388048580925,LGBM
2024-10-07,Buenos Aires,36,Conservas,56,46.42857142857143,Media_Movil
2024-10-10,Buenos Aires,38,Conservas,56,77.9065791536598,LGBM
2024-10-14,Buenos Aires,35,Conservas,100,89.85505746054703,LGBM
2024-10-15,Buenos Aires,38,Conservas,100,90.62257776451355,LGBM
2024-10-19,Buenos Aires,36,Conservas,100,47.714285714285715,Media_Movil
2024-10-24,Buenos Aires,35,Conservas,52,60.92347482743124,LGBM
2024-10-25,Buenos Aires,37,Conservas,52,58.84986065967205,LGBM
2024-10-27,Buenos Aires,35,Conservas,52,54.44800044594792,LGBM
2024-10-31,Buenos Aires,37,Conservas,45,51.02157163843961,LGBM
2024-11-01,Buenos Aires,38,Conservas,45,67.1139715487112,LGBM
2024-11-07,Buenos Aires,36,Conservas,65,55.285714285714285,Media_Movil
2024-11-08,Buenos Aires,38,Conservas,65,54.462008890254175,LGBM
2024-11-12,Buenos Aires,38,Conservas,67,67.5573783708186,LGBM
2024-11-16,Buenos Aires,37,Conservas,67,60.51359098114595,LGBM
2024-11-17,Buenos Aires,37,Conservas,67,53.37675796555186,LGBM
2024-11-23,Buenos Aires,37,Conservas,30,46.60444843564541,LGBM
2024-11-25,Buenos Aires,38,Conservas,80,59.88644059771625,LGBM
2024-11-28,Buenos Aires,35,Conservas,80,53.98205511648324,LGBM
2024-11-29,Buenos Aires,36,Conservas,80,59.285714285714285,Media_Movil
2024-11-30,Buenos Aires,36,Conservas,80,65.42857142857143,Media_Movil
2024-12-09,Buenos Aires,36,Conservas,27,69.71428571428571,Media_Movil
2024-12-09,Buenos Aires,36,Conservas,27,66.42857142857143,Media_Movil
2024-12-15,Buenos Aires,35,Conservas,27,50.66720047465365,LGBM
2024-12-18,Buenos Aires,35,Conservas,51,50.3978459077391,LGBM
2024-12-23,Buenos Aires,35,Conservas,57,50.477361316491574,LGBM
2024-12-25,Buenos Aires,35,Conservas,57,50.79081651481631,LGBM
2024-12-25,Buenos Aires,38,Conservas,57,48.717583327826524,LGBM
2024-12-25,Buenos Aires,38,Conservas,57,66.54345370078275,LGBM
2024-12-28,Buenos Aires,36,Conservas,57,62.142857142857146,Media_Movil
2024-02-06,Centro,35,Conservas,20,18.537657065511983,LGBM
2024-02-08,Centro,38,Conservas,20,24.02250574360143,LGBM
2024-02-19,Centro,37,Conservas,8,35.3091138177394,LGBM
2024-02-20,Centro,35,Conservas,8,34.93401004236125,LGBM
2024-02-24,Centro,38,Conservas,8,32.05289298887454,LGBM
2024-02-28,Centro,35,Conservas,35,32.78552335015349,LGBM
2024-03-01,Centro,38,Conservas,35,33.35599542420859,LGBM
2024-03-10,Centro,37,Conservas,22,32.73819759173629,LGBM
2024-03-13,Centro,35,Conservas,27,33.90866885590074,LGBM
2024-04-07,Centro,36,Conservas,21,62.285714285714285,Media_Movil
2024-04-15,Centro,37,Conservas,19,39.95096333218734,LGBM
2024-04-22,Centro,38,Conservas,45,37.99425823757643,LGBM
2024-04-22,Centro,35,Conservas,45,32.597922087614215,LGBM
2024-04-23,Centro,37,Conservas,45,35.92024776516032,LGBM
2024-05-08,Centro,35,Conservas,40,29.79826742332753,LGBM
2024-05-10,Centro,38,Conservas,40,33.595275018983926,LGBM
2024-05-13,Centro,37,Conservas,20,33.301610703711845,LGBM
2024-05-15,Centro,38,Conservas,20,30.647536539903825,LGBM
2024-05-27,Centro,35,Conservas,53,29.311306281408324,LGBM
2024-05-28,Centro,38,Conservas,53,28.936391231400233,LGBM
2024-06-01,Centro,36,Conservas,53,51.0,Media_Movil
2024-06-11,Centro,35,Conservas,34,31.90553409763721,LGBM
2024-06-12,Centro,37,Conservas,34,34.190078396275226,LGBM
2024-06-23,Centro,38,Conservas,16,34.95223586799702,LGBM
2024-06-24,Centro,35,Conservas,43,32.75712923567857,LGBM
2024-06-29,Centro,37,Conservas,43,34.62440512767705,LGBM
2024-06-30,Centro,37,Conservas,43,32.99818158693979,LGBM
2024-07-01,Centro,38,Conservas,25,35.343879749171805,LGBM
2024-07-02,Centro,37,Conservas,25,33.49170940368406,LGBM
2024-07-09,Centro,35,Conservas,29,33.137878698363444,LGBM
2024-07-16,Centro,38,Conservas,20,32.47373525021908,LGBM
2024-07-18,Centro,36,Conservas,20,49.285714285714285,Media_Movil
2024-07-27,Centro,38,Conservas,22,27.8579691238164,LGBM
2024-07-30,Centro,38,Conservas,23,37.80126461820687,LGBM
2024-08-02,Centro,35,Conservas,23,31.295622774562187,LGBM
2024-08-05,Centro,36,Conservas,17,40.714285714285715,Media_Movil
2024-08-18,Centro,36,Conservas,39,31.714285714285715,Media_Movil
